LATITUDE,LONGITUDE
-31.799999,115.33569719316728
-31.699999,115.27068689979228
-31.599998999999997,115.14722278164993
-31.499998999999995,115.03521460836897
-31.399998999999994,114.9419805015898
-31.299998999999993,114.8554663864736
-31.19999899999999,114.77380981060014
-31.09999899999999,114.70164767825179
-30.99999899999999,114.63192482169968
-30.899998999999987,114.55153539093853
-30.799998999999985,114.46476651012101
-30.699998999999984,114.38362918810894
-30.599998999999983,114.30832318743944
-30.49999899999998,114.2281819549807
-30.39999899999998,114.15739071444962
-30.29999899999998,114.08249672183433
-30.199998999999977,114.00911068273581
-30.099998999999976,113.92505212670501
-29.999998999999974,113.8528625010938
-29.899998999999973,113.78254526233893
-29.79999899999997,113.71451695526412
-29.69999899999997,113.63736625170618
-29.59999899999997,113.5634837064344
-29.499998999999967,113.49249144181675
-29.399998999999966,113.42491161284859
-29.299998999999964,113.35932324362729
-29.199998999999963,113.29504761775983
-29.09999899999996,113.23544103735018
-28.99999899999996,113.17756268102032
-28.89999899999996,113.11652100201911
-28.799998999999957,113.05704322344496
-28.699998999999956,112.99929483521824
-28.599998999999954,112.94816425215122
-28.499998999999953,112.89767062905003
-28.39999899999995,112.8490652402988
-28.29999899999995,112.80148082502927
-28.19999899999995,112.75385402041292
-28.099998999999947,112.70669011447461
-27.999998999999946,112.66057117958543
-27.899998999999944,112.61951377821292
-27.799998999999943,112.57962892158486
-27.69999899999994,112.54051858522253
-27.59999899999994,112.49813715836076
-27.49999899999994,112.45867821886985
-27.399998999999937,112.41954604207234
-27.299998999999936,112.38086912784108
-27.199998999999934,112.33995643025067
-27.099998999999933,112.29929511630893
-26.99999899999993,112.25891268153816
-26.89999899999993,112.22059959118342
-26.79999899999993,112.18265119918034
-26.699998999999927,112.14487382416866
-26.599998999999926,112.10551549390215
-26.499998999999924,112.0661846814183
-26.399998999999923,112.02692142045562
-26.29999899999992,111.98767513649814
-26.19999899999992,111.94849822169994
-26.09999899999992,111.90933242286711
-25.999998999999917,111.87047602241249
-25.899998999999916,111.83207736208284
-25.799998999999914,111.7941909893985
-25.699998999999913,111.75666093860086
-25.59999899999991,111.71945611459284
-25.49999899999991,111.6826305090368
-25.39999899999991,111.6460087755413
-25.299998999999907,111.60954664498765
-25.199998999999906,111.57319992404189
-25.099998999999904,111.53623934471092
-24.999998999999903,111.49921630832495
-24.8999989999999,111.46206671849568
-24.7999989999999,111.4254917156873
-24.6999989999999,111.38883781925874
-24.599998999999897,111.35210384783413
-24.499998999999896,111.31526028603759
-24.399998999999895,111.27842691360824
-24.299998999999893,111.24179310747839
-24.19999899999989,111.20532357500592
-24.09999899999989,111.1688861667177
-23.99999899999989,111.13225622776463
-23.899998999999887,111.09543731738874
-23.799998999999886,111.05859135853002
-23.699998999999885,111.02213697468993
-23.599998999999883,110.98581077128496
-23.49999899999988,110.94955244047135
-23.39999899999988,110.9130773783515
-23.29999899999988,110.87644447634032
-23.199998999999877,110.84004085423521
-23.099998999999876,110.80393326612163
-22.999998999999875,110.76838561986851
-22.899998999999873,110.73295105723274
-22.799998999999872,110.69739914369677
-22.69999899999987,110.66177784611625
-22.59999899999987,110.62604025673431
-22.499998999999868,110.59021749302549
-22.399998999999866,110.55437805567328
-22.299998999999865,110.51858427875675
-22.199998999999863,110.4828484351503
-22.099998999999862,110.44712605920911
-21.99999899999986,110.41145520165429
-21.89999899999986,110.3760535219739
-21.799998999999858,110.34089152203664
-21.699998999999856,110.3059264059586
-21.599998999999855,110.27091270491916
-21.499998999999853,110.2357330377889
-21.399998999999852,110.20048966297377
-21.29999899999985,110.16528909537833
-21.19999899999985,110.1303474472911
-21.099998999999848,110.09560086516251
-20.999998999999846,110.06110681595125
-20.899998999999845,110.02672447220452
-20.799998999999843,109.99241531416438
-20.699998999999842,109.95815350243858
-20.59999899999984,109.92389473468798
-20.49999899999984,109.88961212231665
-20.399998999999838,109.85530308763644
-20.299998999999836,109.82101942999122
-20.199998999999835,109.78682447494839
-20.099998999999833,109.75266625431455
-19.999998999999832,109.71859938605205
-19.89999899999983,109.684600088058
-19.79999899999983,109.65059036193527
-19.699998999999828,109.61642876341803
-19.599998999999826,109.58224726374225
-19.499998999999825,109.54807919293688
-19.399998999999823,109.51403548316432
-19.299998999999822,109.48063711674554
-19.19999899999982,109.44728795092637
-19.09999899999982,109.41399836170574
-18.999998999999818,109.3800905846237
-18.899998999999816,109.34615488653235
-18.799998999999815,109.31210885331696
-18.699998999999814,109.27801052072296
-18.599998999999812,109.24382583073185
-18.49999899999981,109.2095294944799
-18.39999899999981,109.1751294804484
-18.299998999999808,109.14070500914276
-18.199998999999806,109.10610939673676
-18.099998999999805,109.07152289462591
-17.999998999999804,109.03695732073
-17.899998999999802,109.00269342436188
-17.7999989999998,108.96847424151598
-17.6999989999998,108.9343461322614
-17.599998999999798,108.90022469888557
-17.499998999999796,108.8661253473551
-17.399998999999795,108.83194523205236
-17.299998999999794,108.79786839837921
-17.199998999999792,108.76391950755584
-17.09999899999979,108.73015057589095
-16.99999899999979,108.6963424100487
-16.899998999999788,108.66257801669873
-16.799998999999787,108.62875548916804
-16.699998999999785,108.59493037838648
-16.599998999999784,108.56097155983916
-16.499998999999782,108.5269183410669
-16.39999899999978,108.49279808814852
-16.29999899999978,108.45853863265752
-16.199998999999778,108.4241325204016
-16.099998999999777,108.389603719658
-15.999998999999775,108.35504525952418
-15.899998999999774,108.32055553595558
-15.799998999999772,108.28570569074394
-15.69999899999977,108.25097883695084
-15.59999899999977,108.21635611287799
-15.499998999999768,108.18221968280557
-15.399998999999767,108.14790818513124
-15.299998999999765,108.11332163273453
-15.199998999999764,108.07848005899719
-15.099998999999762,108.04358539818134
-14.999998999999761,108.0087456328027
-14.89999899999976,107.97404347524834
-14.799998999999758,107.93945035397705
-14.699998999999757,107.90483318265639
-14.599998999999755,107.8700379361868
-14.499998999999754,107.83508612897083
-14.399998999999752,107.80027765882262
-14.299998999999751,107.76577769777491
-14.19999899999975,107.73158792571913
-14.099998999999748,107.69736413647671
-13.999998999999747,107.66301986777533
-13.899998999999745,107.62849361102981
-13.799998999999744,107.59396207096061
-13.699998999999742,107.55938851206588
-13.599998999999741,107.52455913444759
-13.49999899999974,107.48878351041093
-13.399998999999738,107.45159987768756
-13.299998999999737,107.41332735987278
-13.199998999999735,107.37464361899822
-13.099998999999734,107.33607552787178
-12.999998999999733,107.2975635629266
-12.899998999999731,107.2591734942618
-12.79999899999973,107.22088676663577
-12.699998999999728,107.18261167668045
-12.599998999999727,107.14424499913441
-12.499998999999725,107.10565529132735
-12.399998999999724,107.0674237439722
-12.299998999999723,107.02979579244868
-12.199998999999721,106.99283754121787
-12.09999899999972,106.95602449510902
-11.999998999999718,106.91907546193998
-11.899998999999717,106.88333403397083
-11.799998999999715,106.84756523344561
-11.699998999999714,106.81185999090188
-11.599998999999713,106.77496102772734
-11.499998999999711,106.73815869580046
-11.39999899999971,106.70270964770873
-11.299998999999708,106.66723285916764
-11.199998999999707,106.63169703650385
-11.099998999999706,106.59492541420927
-10.999998999999704,106.55831532951878
-10.899998999999703,106.52189776998114
-10.799998999999701,106.48574812632243
-10.6999989999997,106.44972199419793
-10.599998999999698,106.41381517385082
-10.499998999999697,106.377928818525
-10.399998999999696,106.34216941001186
-10.299998999999694,106.30654364158364
-10.199998999999693,106.27101048969855
-10.099998999999691,106.23562353677119
-9.99999899999969,106.20047942549441
-9.899998999999688,106.1665565355654
-9.799998999999687,106.13297116396781
-9.699998999999686,106.09965318440324
-9.599998999999684,106.06553798189594
-9.499998999999683,106.03149895237219
-9.399998999999681,105.9974396784098
-9.29999899999968,105.96347502537951
-9.199998999999679,105.92955357964172
-9.099998999999677,105.89584518612196
-8.999998999999676,105.86208419853112
-8.899998999999674,105.82839656421828
-8.799998999999673,105.79472647703813
-8.699998999999671,105.7612781953336
-8.59999899999967,105.72793772026546
-8.499998999999669,105.69491836853746
-8.399998999999667,105.66171555513607
-8.299998999999666,105.62879012201432
-8.199998999999664,105.59626267755887
-8.099998999999663,105.56549740545034
-7.9999989999996615,105.53490399269093
-7.89999899999966,105.50397908856978
-7.799998999999659,105.47195041549242
-7.699998999999657,105.43988819867207
-7.599998999999656,105.4070086032665
-7.499998999999654,105.37326485657822
-7.399998999999653,105.34045797298882
-7.2999989999996515,105.31028200966146
-7.19999899999965,105.28233884971502
-7.099998999999649,105.25103232008796
-6.999998999999647,105.22060934401283
-6.899998999999646,105.19297462919384
-6.799998999999644,105.21111887444498
-6.699998999999643,105.25606676672574
-6.599998999999642,105.32625385420646
-6.49999899999964,105.3825078125398
-6.399998999999639,105.41063479170646
-6.299998999999637,105.43876177087311
